"school","department","year","funding"
"Washington University","Directorate for Geosciences",2022,1632273
"Washington University","Directorate for Geosciences",2023,1866911
"Washington University","Directorate for Geosciences",2024,1288777
"Washington University","Directorate for Mathematical and Physical Sciences",2015,4247978
"Washington University","Directorate for Mathematical and Physical Sciences",2016,4689634
"Washington University","Directorate for Mathematical and Physical Sciences",2017,2895057
"Washington University","Directorate for Mathematical and Physical Sciences",2018,3536248
"Washington University","Directorate for Mathematical and Physical Sciences",2019,2678503
"Washington University","Directorate for Mathematical and Physical Sciences",2020,4236806
"Washington University","Directorate for Mathematical and Physical Sciences",2021,4637498
"Washington University","Directorate for Mathematical and Physical Sciences",2022,4914606
"Washington University","Directorate for Mathematical and Physical Sciences",2023,4165252
"Washington University","Directorate for Mathematical and Physical Sciences",2024,2553803
"Washington University","Directorate for STEM Education",2016,41036
"Washington University","Directorate for STEM Education",2017,8784159
"Washington University","Directorate for STEM Education",2018,273276
"Washington University","Directorate for STEM Education",2019,76183
"Washington University","Directorate for STEM Education",2021,10377264
"Washington University","Directorate for STEM Education",2022,3258971
"Washington University","Directorate for STEM Education",2023,3483006
"Washington University","Directorate for STEM Education",2024,380430
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2015,784809
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2016,69814
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2017,680970
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2018,923054
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2019,401431
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2020,1235306
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2021,1849438
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2022,1468259
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2023,3578634
"Washington University","Directorate for Social, Behavioral and Economic Sciences",2024,879280
"Washington University","Directorate for Technology, Innovation, and Partnerships",2018,239691
"Washington University","Directorate for Technology, Innovation, and Partnerships",2021,50000
"Washington University","Directorate for Technology, Innovation, and Partnerships",2022,1099992
"Washington University","Directorate for Technology, Innovation, and Partnerships",2023,1299998
"Washington University","Directorate for Technology, Innovation, and Partnerships",2024,2550000
"Washington University","Office Of The Director",2020,498092
"Wayne State University","Directorate for Biological Sciences",2016,1073259
"Wayne State University","Directorate for Biological Sciences",2018,300000
"Wayne State University","Directorate for Biological Sciences",2019,269285
"Wayne State University","Directorate for Biological Sciences",2023,1225175
"Wayne State University","Directorate for Biological Sciences",2024,265065
"Wayne State University","Directorate for Computer and Information Science and Engineering",2015,711896
"Wayne State University","Directorate for Computer and Information Science and Engineering",2016,3913426
"Wayne State University","Directorate for Computer and Information Science and Engineering",2017,1474931
"Wayne State University","Directorate for Computer and Information Science and Engineering",2018,2075607
"Wayne State University","Directorate for Computer and Information Science and Engineering",2019,1355865
"Wayne State University","Directorate for Computer and Information Science and Engineering",2020,4984013
"Wayne State University","Directorate for Computer and Information Science and Engineering",2021,1286766
"Wayne State University","Directorate for Computer and Information Science and Engineering",2022,2867422
"Wayne State University","Directorate for Computer and Information Science and Engineering",2023,1514680
"Wayne State University","Directorate for Computer and Information Science and Engineering",2024,1070398
"Wayne State University","Directorate for Engineering",2015,1422220
"Wayne State University","Directorate for Engineering",2016,356341
"Wayne State University","Directorate for Engineering",2017,1742696
"Wayne State University","Directorate for Engineering",2018,2467346
"Wayne State University","Directorate for Engineering",2019,922819
"Wayne State University","Directorate for Engineering",2020,750998
"Wayne State University","Directorate for Engineering",2021,2205101
"Wayne State University","Directorate for Engineering",2022,1871904
"Wayne State University","Directorate for Engineering",2023,2067650
"Wayne State University","Directorate for Engineering",2024,1322094
"Wayne State University","Directorate for Geosciences",2017,20792
"Wayne State University","Directorate for Geosciences",2018,117336
"Wayne State University","Directorate for Geosciences",2019,84636
"Wayne State University","Directorate for Geosciences",2021,822905
"Wayne State University","Directorate for Geosciences",2023,772502
"Wayne State University","Directorate for Mathematical and Physical Sciences",2015,2263012
"Wayne State University","Directorate for Mathematical and Physical Sciences",2016,1822612
"Wayne State University","Directorate for Mathematical and Physical Sciences",2017,1521346
