"institution","rank","agency","dollars"
"Woods Hole Oceanographic Institution",74,"hhs",1638000
"Woods Hole Oceanographic Institution",74,"nasa",10949000
"Woods Hole Oceanographic Institution",74,"nsf",148403000
"Woods Hole Oceanographic Institution",74,"usda",75000
"Woods Hole Oceanographic Institution",74,"othera",28684000
"Albert Einstein C. of Medicine",75,"all federal r d expenditures",230151000
"Albert Einstein C. of Medicine",75,"dod",6328000
"Albert Einstein C. of Medicine",75,"doe",314000
"Albert Einstein C. of Medicine",75,"hhs",223495000
"Albert Einstein C. of Medicine",75,"nasa",0
"Albert Einstein C. of Medicine",75,"nsf",9000
"Albert Einstein C. of Medicine",75,"usda",5000
"Albert Einstein C. of Medicine",75,"othera",0
"U. Massachusetts, Medical School",76,"all federal r d expenditures",223490000
"U. Massachusetts, Medical School",76,"dod",6450000
"U. Massachusetts, Medical School",76,"doe",187000
"U. Massachusetts, Medical School",76,"hhs",214698000
"U. Massachusetts, Medical School",76,"nasa",0
"U. Massachusetts, Medical School",76,"nsf",1270000
"U. Massachusetts, Medical School",76,"usda",243000
"U. Massachusetts, Medical School",76,"othera",642000
"Oregon State U.",77,"all federal r d expenditures",222169000
"Oregon State U.",77,"dod",18957000
"Oregon State U.",77,"doe",20667000
"Oregon State U.",77,"hhs",30512000
"Oregon State U.",77,"nasa",6084000
"Oregon State U.",77,"nsf",68243000
"Oregon State U.",77,"usda",44107000
"Oregon State U.",77,"othera",33599000
"U. Georgia",78,"all federal r d expenditures",221804000
"U. Georgia",78,"dod",8571000
"U. Georgia",78,"doe",16977000
"U. Georgia",78,"hhs",98339000
"U. Georgia",78,"nasa",1184000
"U. Georgia",78,"nsf",32580000
"U. Georgia",78,"usda",42427000
"U. Georgia",78,"othera",21726000
"U. Oklahoma, Norman and Health Science Center",79,"all federal r d expenditures",219964000
"U. Oklahoma, Norman and Health Science Center",79,"dod",17814000
"U. Oklahoma, Norman and Health Science Center",79,"doe",9640000
"U. Oklahoma, Norman and Health Science Center",79,"hhs",92264000
"U. Oklahoma, Norman and Health Science Center",79,"nasa",27360000
"U. Oklahoma, Norman and Health Science Center",79,"nsf",23986000
"U. Oklahoma, Norman and Health Science Center",79,"usda",840000
"U. Oklahoma, Norman and Health Science Center",79,"othera",48060000
"Princeton U.",80,"all federal r d expenditures",219600000
"Princeton U.",80,"dod",25234000
"Princeton U.",80,"doe",28060000
"Princeton U.",80,"hhs",58218000
"Princeton U.",80,"nasa",22689000
"Princeton U.",80,"nsf",70709000
"Princeton U.",80,"usda",931000
"Princeton U.",80,"othera",13759000
"U. Missouri, Columbia",81,"all federal r d expenditures",217091000
"U. Missouri, Columbia",81,"dod",14006000
"U. Missouri, Columbia",81,"doe",4912000
"U. Missouri, Columbia",81,"hhs",114981000
"U. Missouri, Columbia",81,"nasa",1763000
"U. Missouri, Columbia",81,"nsf",18383000
"U. Missouri, Columbia",81,"usda",32057000
"U. Missouri, Columbia",81,"othera",30989000
"U. Dayton",82,"all federal r d expenditures",216729000
"U. Dayton",82,"dod",204029000
"U. Dayton",82,"doe",987000
"U. Dayton",82,"hhs",2274000
"U. Dayton",82,"nasa",341000
"U. Dayton",82,"nsf",1533000
"U. Dayton",82,"usda",0
"U. Dayton",82,"othera",7565000
"U. Kansas",83,"all federal r d expenditures",211111000
"U. Kansas",83,"dod",8006000
"U. Kansas",83,"doe",6051000
"U. Kansas",83,"hhs",134942000
"U. Kansas",83,"nasa",2357000
"U. Kansas",83,"nsf",28554000
"U. Kansas",83,"usda",819000
"U. Kansas",83,"othera",30382000
"Washington State U.",84,"all federal r d expenditures",207086000
"Washington State U.",84,"dod",7770000
"Washington State U.",84,"doe",21866000
"Washington State U.",84,"hhs",65634000
"Washington State U.",84,"nasa",1021000
"Washington State U.",84,"nsf",17645000
"Washington State U.",84,"usda",61410000
"Washington State U.",84,"othera",31740000
"U. New Mexico",85,"all federal r d expenditures",205351000
"U. New Mexico",85,"dod",24162000
"U. New Mexico",85,"doe",15295000
"U. New Mexico",85,"hhs",120363000
"U. New Mexico",85,"nasa",2729000
"U. New Mexico",85,"nsf",33744000
"U. New Mexico",85,"usda",2473000
"U. New Mexico",85,"othera",6585000
"Wake Forest U.",86,"all federal r d expenditures",204713000
"Wake Forest U.",86,"dod",10658000
"Wake Forest U.",86,"doe",446000
"Wake Forest U.",86,"hhs",186595000
"Wake Forest U.",86,"nasa",901000
"Wake Forest U.",86,"nsf",2939000
"Wake Forest U.",86,"usda",381000
"Wake Forest U.",86,"othera",2793000
"U. Delaware",87,"all federal r d expenditures",202469000
"U. Delaware",87,"dod",24933000
"U. Delaware",87,"doe",15436000
"U. Delaware",87,"hhs",53333000
"U. Delaware",87,"nasa",6369000
"U. Delaware",87,"nsf",42731000
"U. Delaware",87,"usda",7014000
"U. Delaware",87,"othera",52653000
"U. Texas Health Science Center, Houston",88,"all federal r d expenditures",197759000
"U. Texas Health Science Center, Houston",88,"dod",10005000
"U. Texas Health Science Center, Houston",88,"doe",25000
"U. Texas Health Science Center, Houston",88,"hhs",179002000
"U. Texas Health Science Center, Houston",88,"nasa",371000
"U. Texas Health Science Center, Houston",88,"nsf",1861000
"U. Texas Health Science Center, Houston",88,"usda",2383000
"U. Texas Health Science Center, Houston",88,"othera",4112000
"Iowa State U.",89,"all federal r d expenditures",195394000
"Iowa State U.",89,"dod",12259000
"Iowa State U.",89,"doe",34045000
"Iowa State U.",89,"hhs",31326000
"Iowa State U.",89,"nasa",4612000
"Iowa State U.",89,"nsf",35809000
"Iowa State U.",89,"usda",50328000
"Iowa State U.",89,"othera",27015000
"Florida State U.",90,"all federal r d expenditures",195323000
"Florida State U.",90,"dod",24311000
"Florida State U.",90,"doe",10765000
"Florida State U.",90,"hhs",46547000
"Florida State U.",90,"nasa",3808000
"Florida State U.",90,"nsf",75363000
"Florida State U.",90,"usda",898000
"Florida State U.",90,"othera",33631000
"SUNY, Stony Brook U.",91,"all federal r d expenditures",192448000
"SUNY, Stony Brook U.",91,"dod",16848000
"SUNY, Stony Brook U.",91,"doe",24003000
"SUNY, Stony Brook U.",91,"hhs",90679000
"SUNY, Stony Brook U.",91,"nasa",4743000
"SUNY, Stony Brook U.",91,"nsf",44682000
"SUNY, Stony Brook U.",91,"usda",289000
"SUNY, Stony Brook U.",91,"othera",11204000
"U. Hawaii, Manoa",92,"all federal r d expenditures",192205000
"U. Hawaii, Manoa",92,"dod",43913000
"U. Hawaii, Manoa",92,"doe",5895000
"U. Hawaii, Manoa",92,"hhs",49521000
"U. Hawaii, Manoa",92,"nasa",12685000
"U. Hawaii, Manoa",92,"nsf",38423000
"U. Hawaii, Manoa",92,"usda",12709000
"U. Hawaii, Manoa",92,"othera",29059000
"Northeastern U.",93,"all federal r d expenditures",186013000
"Northeastern U.",93,"dod",43759000
"Northeastern U.",93,"doe",5837000
"Northeastern U.",93,"hhs",61331000
"Northeastern U.",93,"nasa",1983000
"Northeastern U.",93,"nsf",57624000
"Northeastern U.",93,"usda",116000
"Northeastern U.",93,"othera",15363000
"Virginia Commonwealth U.",94,"all federal r d expenditures",184852000
"Virginia Commonwealth U.",94,"dod",11522000
"Virginia Commonwealth U.",94,"doe",1708000
"Virginia Commonwealth U.",94,"hhs",138334000
"Virginia Commonwealth U.",94,"nasa",885000
"Virginia Commonwealth U.",94,"nsf",6997000
"Virginia Commonwealth U.",94,"usda",1064000
"Virginia Commonwealth U.",94,"othera",24342000
"U. California, Santa Barbara",95,"all federal r d expenditures",179896000
"U. California, Santa Barbara",95,"dod",51327000
"U. California, Santa Barbara",95,"doe",24864000
"U. California, Santa Barbara",95,"hhs",29897000
"U. California, Santa Barbara",95,"nasa",7085000
"U. California, Santa Barbara",95,"nsf",57467000
"U. California, Santa Barbara",95,"usda",693000
"U. California, Santa Barbara",95,"othera",8563000
"Medical U. South Carolina",96,"all federal r d expenditures",168957000
"Medical U. South Carolina",96,"dod",1201000
"Medical U. South Carolina",96,"doe",0
"Medical U. South Carolina",96,"hhs",160174000
"Medical U. South Carolina",96,"nasa",0
"Medical U. South Carolina",96,"nsf",423000
"Medical U. South Carolina",96,"usda",0
"Medical U. South Carolina",96,"othera",7159000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"all federal r d expenditures",168740000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"dod",11106000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"doe",5618000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"hhs",118308000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"nasa",4760000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"nsf",23150000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"usda",408000
"Dartmouth C. and Dartmouth Hitchcock Medical Center",97,"othera",5390000
"George Washington U.",98,"all federal r d expenditures",162892000
"George Washington U.",98,"dod",12721000
"George Washington U.",98,"doe",2739000
"George Washington U.",98,"hhs",114480000
"George Washington U.",98,"nasa",2659000
"George Washington U.",98,"nsf",16167000
"George Washington U.",98,"usda",437000
"George Washington U.",98,"othera",13689000
"U. Alaska, Fairbanks",99,"all federal r d expenditures",156702000
"U. Alaska, Fairbanks",99,"dod",41062000
"U. Alaska, Fairbanks",99,"doe",9402000
"U. Alaska, Fairbanks",99,"hhs",8005000
"U. Alaska, Fairbanks",99,"nasa",25141000
"U. Alaska, Fairbanks",99,"nsf",46220000
"U. Alaska, Fairbanks",99,"usda",3154000
"U. Alaska, Fairbanks",99,"othera",23718000
"Florida International U.",100,"all federal r d expenditures",156381000
"Florida International U.",100,"dod",23309000
"Florida International U.",100,"doe",10226000
"Florida International U.",100,"hhs",52808000
"Florida International U.",100,"nasa",2929000
"Florida International U.",100,"nsf",31761000
"Florida International U.",100,"usda",1093000
"Florida International U.",100,"othera",34255000
"Medical C. Wisconsin",101,"all federal r d expenditures",155403000
"Medical C. Wisconsin",101,"dod",7510000
"Medical C. Wisconsin",101,"doe",0
"Medical C. Wisconsin",101,"hhs",143675000
"Medical C. Wisconsin",101,"nasa",262000
"Medical C. Wisconsin",101,"nsf",446000
"Medical C. Wisconsin",101,"usda",199000
"Medical C. Wisconsin",101,"othera",3311000
"Temple U.",102,"all federal r d expenditures",154516000
"Temple U.",102,"dod",13822000
"Temple U.",102,"doe",3408000
"Temple U.",102,"hhs",118846000
"Temple U.",102,"nasa",221000
"Temple U.",102,"nsf",12823000
"Temple U.",102,"usda",295000
"Temple U.",102,"othera",5101000
"Tufts U.",103,"all federal r d expenditures",154458000
"Tufts U.",103,"dod",13073000
"Tufts U.",103,"doe",3281000
"Tufts U.",103,"hhs",88814000
"Tufts U.",103,"nasa",1192000
"Tufts U.",103,"nsf",12117000
"Tufts U.",103,"usda",18688000
"Tufts U.",103,"othera",17293000
"U. Tennessee, Knoxville",104,"all federal r d expenditures",153637000
"U. Tennessee, Knoxville",104,"dod",26963000
"U. Tennessee, Knoxville",104,"doe",57048000
"U. Tennessee, Knoxville",104,"hhs",13316000
"U. Tennessee, Knoxville",104,"nasa",2738000
"U. Tennessee, Knoxville",104,"nsf",23328000
"U. Tennessee, Knoxville",104,"usda",20159000
"U. Tennessee, Knoxville",104,"othera",10085000
"Tulane U.",105,"all federal r d expenditures",152468000
"Tulane U.",105,"dod",4515000
"Tulane U.",105,"doe",1202000
"Tulane U.",105,"hhs",128199000
"Tulane U.",105,"nasa",793000
"Tulane U.",105,"nsf",9465000
"Tulane U.",105,"usda",862000
"Tulane U.",105,"othera",7432000
"U. New Hampshire",106,"all federal r d expenditures",152377000
"U. New Hampshire",106,"dod",6308000
"U. New Hampshire",106,"doe",5360000
"U. New Hampshire",106,"hhs",21742000
"U. New Hampshire",106,"nasa",64820000
"U. New Hampshire",106,"nsf",20540000
"U. New Hampshire",106,"usda",9100000
"U. New Hampshire",106,"othera",24507000
"Mississippi State U.",107,"all federal r d expenditures",150804000
"Mississippi State U.",107,"dod",34737000
"Mississippi State U.",107,"doe",9088000
"Mississippi State U.",107,"hhs",9637000
"Mississippi State U.",107,"nasa",2751000
"Mississippi State U.",107,"nsf",13209000
"Mississippi State U.",107,"usda",39042000
"Mississippi State U.",107,"othera",42340000
"U. Texas Medical Branch",108,"all federal r d expenditures",150272000
"U. Texas Medical Branch",108,"dod",13840000
"U. Texas Medical Branch",108,"doe",389000
"U. Texas Medical Branch",108,"hhs",133123000
"U. Texas Medical Branch",108,"nasa",851000
"U. Texas Medical Branch",108,"nsf",735000
"U. Texas Medical Branch",108,"usda",742000
"U. Texas Medical Branch",108,"othera",592000
"U. Notre Dame",109,"all federal r d expenditures",147985000
"U. Notre Dame",109,"dod",35688000
"U. Notre Dame",109,"doe",15960000
"U. Notre Dame",109,"hhs",31968000
"U. Notre Dame",109,"nasa",4448000
"U. Notre Dame",109,"nsf",41477000
"U. Notre Dame",109,"usda",1212000
"U. Notre Dame",109,"othera",17232000
"U. Texas Health Science Center, San Antonio",110,"all federal r d expenditures",143730000
"U. Texas Health Science Center, San Antonio",110,"dod",7197000
"U. Texas Health Science Center, San Antonio",110,"doe",0
"U. Texas Health Science Center, San Antonio",110,"hhs",133227000
"U. Texas Health Science Center, San Antonio",110,"nasa",0
"U. Texas Health Science Center, San Antonio",110,"nsf",422000
"U. Texas Health Science Center, San Antonio",110,"usda",0
"U. Texas Health Science Center, San Antonio",110,"othera",2884000
"Montana State U., Bozeman",111,"all federal r d expenditures",142965000
"Montana State U., Bozeman",111,"dod",52929000
"Montana State U., Bozeman",111,"doe",5355000
"Montana State U., Bozeman",111,"hhs",19246000
"Montana State U., Bozeman",111,"nasa",8720000
"Montana State U., Bozeman",111,"nsf",22324000
"Montana State U., Bozeman",111,"usda",19630000
"Montana State U., Bozeman",111,"othera",14761000
"Wichita State U.",112,"all federal r d expenditures",142371000
"Wichita State U.",112,"dod",112906000
"Wichita State U.",112,"doe",749000
"Wichita State U.",112,"hhs",1559000
"Wichita State U.",112,"nasa",3233000
"Wichita State U.",112,"nsf",2787000
"Wichita State U.",112,"usda",19000
"Wichita State U.",112,"othera",21118000
"U. Massachusetts, Amherst",113,"all federal r d expenditures",138849000
"U. Massachusetts, Amherst",113,"dod",14781000
"U. Massachusetts, Amherst",113,"doe",7985000
"U. Massachusetts, Amherst",113,"hhs",46582000
"U. Massachusetts, Amherst",113,"nasa",5263000
"U. Massachusetts, Amherst",113,"nsf",38784000
"U. Massachusetts, Amherst",113,"usda",9883000
"U. Massachusetts, Amherst",113,"othera",15571000
"Clemson U.",114,"all federal r d expenditures",129955000
"Clemson U.",114,"dod",20118000
"Clemson U.",114,"doe",8141000
"Clemson U.",114,"hhs",20724000
"Clemson U.",114,"nasa",2098000
"Clemson U.",114,"nsf",23552000
"Clemson U.",114,"usda",11985000
"Clemson U.",114,"othera",43337000
"U. Vermont",115,"all federal r d expenditures",128645000
"U. Vermont",115,"dod",4713000
"U. Vermont",115,"doe",886000
"U. Vermont",115,"hhs",80259000
"U. Vermont",115,"nasa",1797000
"U. Vermont",115,"nsf",10563000
"U. Vermont",115,"usda",21988000
"U. Vermont",115,"othera",8439000
"Wayne State U.",116,"all federal r d expenditures",128521000
"Wayne State U.",116,"dod",7942000
"Wayne State U.",116,"doe",3296000
"Wayne State U.",116,"hhs",103377000
"Wayne State U.",116,"nasa",261000
"Wayne State U.",116,"nsf",10093000
"Wayne State U.",116,"usda",246000
"Wayne State U.",116,"othera",3306000
"Georgetown U.",117,"all federal r d expenditures",127370000
"Georgetown U.",117,"dod",12035000
"Georgetown U.",117,"doe",1253000
"Georgetown U.",117,"hhs",96381000
"Georgetown U.",117,"nasa",2462000
"Georgetown U.",117,"nsf",6527000
"Georgetown U.",117,"usda",57000
"Georgetown U.",117,"othera",8655000
"Louisiana State U., Baton Rouge",118,"all federal r d expenditures",127243000
"Louisiana State U., Baton Rouge",118,"dod",15251000
"Louisiana State U., Baton Rouge",118,"doe",6220000
"Louisiana State U., Baton Rouge",118,"hhs",50097000
"Louisiana State U., Baton Rouge",118,"nasa",6837000
"Louisiana State U., Baton Rouge",118,"nsf",20103000
"Louisiana State U., Baton Rouge",118,"usda",12045000
"Louisiana State U., Baton Rouge",118,"othera",16690000
"U. Alabama, Huntsville",119,"all federal r d expenditures",126040000
"U. Alabama, Huntsville",119,"dod",67527000
"U. Alabama, Huntsville",119,"doe",1177000
"U. Alabama, Huntsville",119,"hhs",671000
"U. Alabama, Huntsville",119,"nasa",36648000
"U. Alabama, Huntsville",119,"nsf",10710000
"U. Alabama, Huntsville",119,"usda",264000
"U. Alabama, Huntsville",119,"othera",9043000
"Auburn U., Auburn",120,"all federal r d expenditures",125783000
"Auburn U., Auburn",120,"dod",23535000
"Auburn U., Auburn",120,"doe",6113000
"Auburn U., Auburn",120,"hhs",18920000
"Auburn U., Auburn",120,"nasa",7446000
"Auburn U., Auburn",120,"nsf",15636000
"Auburn U., Auburn",120,"usda",31471000
"Auburn U., Auburn",120,"othera",22662000
"George Mason U.",121,"all federal r d expenditures",125437000
"George Mason U.",121,"dod",54139000
"George Mason U.",121,"doe",1057000
"George Mason U.",121,"hhs",24211000
"George Mason U.",121,"nasa",9030000
"George Mason U.",121,"nsf",16347000
"George Mason U.",121,"usda",372000
"George Mason U.",121,"othera",20281000
"U. South Carolina, Columbia",122,"all federal r d expenditures",124330000
