"institution","rank","source","dollars"
"U. Hawaii, Manoa",102,"state and local government",17555000
"U. Hawaii, Manoa",102,"institution funds",78084000
"U. Hawaii, Manoa",102,"business",3390000
"U. Hawaii, Manoa",102,"nonprofit organizations",20472000
"U. Hawaii, Manoa",102,"all other sources",1437000
"Wake Forest U.",103,"all r d expenditures",308972000
"Wake Forest U.",103,"federal government",204713000
"Wake Forest U.",103,"state and local government",7673000
"Wake Forest U.",103,"institution funds",26886000
"Wake Forest U.",103,"business",33508000
"Wake Forest U.",103,"nonprofit organizations",23868000
"Wake Forest U.",103,"all other sources",12324000
"Florida International U.",104,"all r d expenditures",306434000
"Florida International U.",104,"federal government",156381000
"Florida International U.",104,"state and local government",21887000
"Florida International U.",104,"institution funds",115737000
"Florida International U.",104,"business",3019000
"Florida International U.",104,"nonprofit organizations",7971000
"Florida International U.",104,"all other sources",1439000
"U. California, Santa Barbara",105,"all r d expenditures",305483000
"U. California, Santa Barbara",105,"federal government",179896000
"U. California, Santa Barbara",105,"state and local government",7230000
"U. California, Santa Barbara",105,"institution funds",65230000
"U. California, Santa Barbara",105,"business",14790000
"U. California, Santa Barbara",105,"nonprofit organizations",27455000
"U. California, Santa Barbara",105,"all other sources",10882000
"Temple U.",106,"all r d expenditures",292029000
"Temple U.",106,"federal government",154516000
"Temple U.",106,"state and local government",6867000
"Temple U.",106,"institution funds",81497000
"Temple U.",106,"business",25150000
"Temple U.",106,"nonprofit organizations",16517000
"Temple U.",106,"all other sources",7482000
"Northeastern U.",107,"all r d expenditures",288558000
"Northeastern U.",107,"federal government",186013000
"Northeastern U.",107,"state and local government",3336000
"Northeastern U.",107,"institution funds",68663000
"Northeastern U.",107,"business",11524000
"Northeastern U.",107,"nonprofit organizations",18604000
"Northeastern U.",107,"all other sources",418000
"Woods Hole Oceanographic Institution",108,"all r d expenditures",287825000
"Woods Hole Oceanographic Institution",108,"federal government",238554000
"Woods Hole Oceanographic Institution",108,"state and local government",882000
"Woods Hole Oceanographic Institution",108,"institution funds",15591000
"Woods Hole Oceanographic Institution",108,"business",5431000
"Woods Hole Oceanographic Institution",108,"nonprofit organizations",10476000
"Woods Hole Oceanographic Institution",108,"all other sources",16891000
"Clemson U.",109,"all r d expenditures",286503000
"Clemson U.",109,"federal government",129955000
"Clemson U.",109,"state and local government",29268000
"Clemson U.",109,"institution funds",100954000
"Clemson U.",109,"business",21139000
"Clemson U.",109,"nonprofit organizations",5110000
