"institution","rank","source","field","dollars"
"U. Texas, Austin",40,"State and local government","geosciences atmospheric sciences and ocean sciences",2053000
"U. Texas, Austin",40,"State and local government","life sciences",8035000
"U. Texas, Austin",40,"State and local government","mathematics and statistics",33000
"U. Texas, Austin",40,"State and local government","physical sciences",2588000
"U. Texas, Austin",40,"State and local government","psychology",437000
"U. Texas, Austin",40,"State and local government","social sciences",841000
"U. Texas, Austin",40,"State and local government","sciences nec",0
"U. Texas, Austin",40,"State and local government","engineering",19746000
"U. Texas, Austin",40,"State and local government","all non s e fields",3592000
"U. Arizona",41,"State and local government","all r d expenditures",37173000
"U. Arizona",41,"State and local government","computer and information sciences",3039000
"U. Arizona",41,"State and local government","geosciences atmospheric sciences and ocean sciences",2204000
"U. Arizona",41,"State and local government","life sciences",13099000
"U. Arizona",41,"State and local government","mathematics and statistics",0
"U. Arizona",41,"State and local government","physical sciences",3864000
"U. Arizona",41,"State and local government","psychology",91000
"U. Arizona",41,"State and local government","social sciences",1250000
"U. Arizona",41,"State and local government","sciences nec",5193000
"U. Arizona",41,"State and local government","engineering",7977000
"U. Arizona",41,"State and local government","all non s e fields",456000
"Florida State U.",42,"State and local government","all r d expenditures",36977000
"Florida State U.",42,"State and local government","computer and information sciences",0
"Florida State U.",42,"State and local government","geosciences atmospheric sciences and ocean sciences",479000
"Florida State U.",42,"State and local government","life sciences",3577000
"Florida State U.",42,"State and local government","mathematics and statistics",0
"Florida State U.",42,"State and local government","physical sciences",7904000
"Florida State U.",42,"State and local government","psychology",1550000
"Florida State U.",42,"State and local government","social sciences",4332000
"Florida State U.",42,"State and local government","sciences nec",43000
"Florida State U.",42,"State and local government","engineering",6175000
"Florida State U.",42,"State and local government","all non s e fields",12917000
"Auburn U., Auburn",43,"State and local government","all r d expenditures",34950000
"Auburn U., Auburn",43,"State and local government","computer and information sciences",0
"Auburn U., Auburn",43,"State and local government","geosciences atmospheric sciences and ocean sciences",89000
"Auburn U., Auburn",43,"State and local government","life sciences",31829000
"Auburn U., Auburn",43,"State and local government","mathematics and statistics",0
"Auburn U., Auburn",43,"State and local government","physical sciences",0
"Auburn U., Auburn",43,"State and local government","psychology",0
"Auburn U., Auburn",43,"State and local government","social sciences",407000
"Auburn U., Auburn",43,"State and local government","sciences nec",0
"Auburn U., Auburn",43,"State and local government","engineering",1464000
"Auburn U., Auburn",43,"State and local government","all non s e fields",1161000
"U. Kentucky",44,"State and local government","all r d expenditures",34829000
"U. Kentucky",44,"State and local government","computer and information sciences",0
"U. Kentucky",44,"State and local government","geosciences atmospheric sciences and ocean sciences",42000
"U. Kentucky",44,"State and local government","life sciences",28964000
"U. Kentucky",44,"State and local government","mathematics and statistics",14000
"U. Kentucky",44,"State and local government","physical sciences",124000
"U. Kentucky",44,"State and local government","psychology",0
"U. Kentucky",44,"State and local government","social sciences",1169000
"U. Kentucky",44,"State and local government","sciences nec",0
"U. Kentucky",44,"State and local government","engineering",3786000
"U. Kentucky",44,"State and local government","all non s e fields",730000
"Iowa State U.",45,"State and local government","all r d expenditures",34183000
"Iowa State U.",45,"State and local government","computer and information sciences",0
"Iowa State U.",45,"State and local government","geosciences atmospheric sciences and ocean sciences",164000
"Iowa State U.",45,"State and local government","life sciences",21221000
"Iowa State U.",45,"State and local government","mathematics and statistics",245000
"Iowa State U.",45,"State and local government","physical sciences",23000
"Iowa State U.",45,"State and local government","psychology",0
"Iowa State U.",45,"State and local government","social sciences",2026000
"Iowa State U.",45,"State and local government","sciences nec",246000
"Iowa State U.",45,"State and local government","engineering",9435000
"Iowa State U.",45,"State and local government","all non s e fields",823000
"Baylor C. of Medicine",46,"State and local government","all r d expenditures",34061000
"Baylor C. of Medicine",46,"State and local government","computer and information sciences",0
