"institution","rank","field","measure_type","dollars"
"U. Puget Sound",524,"life sciences","Federal",1124000
"U. Puget Sound",524,"mathematics and statistics","Federal",0
"U. Puget Sound",524,"physical sciences","Federal",86000
"U. Puget Sound",524,"psychology","Federal",0
"U. Puget Sound",524,"social sciences","Federal",27000
"U. Puget Sound",524,"sciences nec","Federal",0
"U. Puget Sound",524,"engineering","Federal",0
"U. Puget Sound",524,"all non s e fields","Federal",0
"SUNY, Geneseo",527,"all r d expenditures","Federal",1292000
"SUNY, Geneseo",527,"computer and information sciences","Federal",0
"SUNY, Geneseo",527,"geosciences atmospheric sciences and ocean sciences","Federal",47000
"SUNY, Geneseo",527,"life sciences","Federal",196000
"SUNY, Geneseo",527,"mathematics and statistics","Federal",0
"SUNY, Geneseo",527,"physical sciences","Federal",955000
"SUNY, Geneseo",527,"psychology","Federal",78000
"SUNY, Geneseo",527,"social sciences","Federal",0
"SUNY, Geneseo",527,"sciences nec","Federal",0
"SUNY, Geneseo",527,"engineering","Federal",0
"SUNY, Geneseo",527,"all non s e fields","Federal",16000
"Bryn Mawr C.",528,"all r d expenditures","Federal",1289000
"Bryn Mawr C.",528,"computer and information sciences","Federal",80000
"Bryn Mawr C.",528,"geosciences atmospheric sciences and ocean sciences","Federal",40000
"Bryn Mawr C.",528,"life sciences","Federal",603000
"Bryn Mawr C.",528,"mathematics and statistics","Federal",72000
"Bryn Mawr C.",528,"physical sciences","Federal",432000
"Bryn Mawr C.",528,"psychology","Federal",0
"Bryn Mawr C.",528,"social sciences","Federal",62000
"Bryn Mawr C.",528,"sciences nec","Federal",0
"Bryn Mawr C.",528,"engineering","Federal",0
"Bryn Mawr C.",528,"all non s e fields","Federal",0
"Skidmore C.",529,"all r d expenditures","Federal",1288000
"Skidmore C.",529,"computer and information sciences","Federal",0
"Skidmore C.",529,"geosciences atmospheric sciences and ocean sciences","Federal",16000
"Skidmore C.",529,"life sciences","Federal",568000
"Skidmore C.",529,"mathematics and statistics","Federal",9000
"Skidmore C.",529,"physical sciences","Federal",367000
"Skidmore C.",529,"psychology","Federal",182000
"Skidmore C.",529,"social sciences","Federal",91000
"Skidmore C.",529,"sciences nec","Federal",0
"Skidmore C.",529,"engineering","Federal",0
"Skidmore C.",529,"all non s e fields","Federal",55000
"Touro U., California",530,"all r d expenditures","Federal",1279000
"Touro U., California",530,"computer and information sciences","Federal",0
"Touro U., California",530,"geosciences atmospheric sciences and ocean sciences","Federal",0
"Touro U., California",530,"life sciences","Federal",1279000
"Touro U., California",530,"mathematics and statistics","Federal",0
"Touro U., California",530,"physical sciences","Federal",0
"Touro U., California",530,"psychology","Federal",0
"Touro U., California",530,"social sciences","Federal",0
"Touro U., California",530,"sciences nec","Federal",0
"Touro U., California",530,"engineering","Federal",0
"Touro U., California",530,"all non s e fields","Federal",0
"U. Houston-Clear Lake",531,"all r d expenditures","Federal",1273000
"U. Houston-Clear Lake",531,"computer and information sciences","Federal",52000
"U. Houston-Clear Lake",531,"geosciences atmospheric sciences and ocean sciences","Federal",0
"U. Houston-Clear Lake",531,"life sciences","Federal",720000
"U. Houston-Clear Lake",531,"mathematics and statistics","Federal",0
"U. Houston-Clear Lake",531,"physical sciences","Federal",178000
"U. Houston-Clear Lake",531,"psychology","Federal",103000
"U. Houston-Clear Lake",531,"social sciences","Federal",49000
"U. Houston-Clear Lake",531,"sciences nec","Federal",5000
"U. Houston-Clear Lake",531,"engineering","Federal",1e+05
"U. Houston-Clear Lake",531,"all non s e fields","Federal",66000
"U. Hartford",532,"all r d expenditures","Federal",1269000
"U. Hartford",532,"computer and information sciences","Federal",4000
"U. Hartford",532,"geosciences atmospheric sciences and ocean sciences","Federal",0
"U. Hartford",532,"life sciences","Federal",53000
"U. Hartford",532,"mathematics and statistics","Federal",48000
"U. Hartford",532,"physical sciences","Federal",17000
"U. Hartford",532,"psychology","Federal",24000
"U. Hartford",532,"social sciences","Federal",137000
"U. Hartford",532,"sciences nec","Federal",0
"U. Hartford",532,"engineering","Federal",986000
"U. Hartford",532,"all non s e fields","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"all r d expenditures","Federal",1256000
"Albany C. of Pharmacy and Health Sciences",533,"computer and information sciences","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"geosciences atmospheric sciences and ocean sciences","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"life sciences","Federal",1256000
"Albany C. of Pharmacy and Health Sciences",533,"mathematics and statistics","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"physical sciences","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"psychology","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"social sciences","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"sciences nec","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"engineering","Federal",0
"Albany C. of Pharmacy and Health Sciences",533,"all non s e fields","Federal",0
"U. Wisconsin-Oshkosh",534,"all r d expenditures","Federal",1249000
"U. Wisconsin-Oshkosh",534,"computer and information sciences","Federal",0
"U. Wisconsin-Oshkosh",534,"geosciences atmospheric sciences and ocean sciences","Federal",2000
"U. Wisconsin-Oshkosh",534,"life sciences","Federal",531000
"U. Wisconsin-Oshkosh",534,"mathematics and statistics","Federal",0
"U. Wisconsin-Oshkosh",534,"physical sciences","Federal",117000
"U. Wisconsin-Oshkosh",534,"psychology","Federal",0
"U. Wisconsin-Oshkosh",534,"social sciences","Federal",54000
"U. Wisconsin-Oshkosh",534,"sciences nec","Federal",0
"U. Wisconsin-Oshkosh",534,"engineering","Federal",142000
"U. Wisconsin-Oshkosh",534,"all non s e fields","Federal",403000
"Erikson Institute",535,"all r d expenditures","Federal",1245000
"Erikson Institute",535,"computer and information sciences","Federal",0
"Erikson Institute",535,"geosciences atmospheric sciences and ocean sciences","Federal",0
"Erikson Institute",535,"life sciences","Federal",0
"Erikson Institute",535,"mathematics and statistics","Federal",0
"Erikson Institute",535,"physical sciences","Federal",0
"Erikson Institute",535,"psychology","Federal",0
"Erikson Institute",535,"social sciences","Federal",0
"Erikson Institute",535,"sciences nec","Federal",0
"Erikson Institute",535,"engineering","Federal",0
"Erikson Institute",535,"all non s e fields","Federal",1245000
"U. Hawaii, Maui C.",536,"all r d expenditures","Federal",1234000
"U. Hawaii, Maui C.",536,"computer and information sciences","Federal",154000
"U. Hawaii, Maui C.",536,"geosciences atmospheric sciences and ocean sciences","Federal",214000
"U. Hawaii, Maui C.",536,"life sciences","Federal",510000
"U. Hawaii, Maui C.",536,"mathematics and statistics","Federal",0
"U. Hawaii, Maui C.",536,"physical sciences","Federal",61000
"U. Hawaii, Maui C.",536,"psychology","Federal",0
"U. Hawaii, Maui C.",536,"social sciences","Federal",0
"U. Hawaii, Maui C.",536,"sciences nec","Federal",0
"U. Hawaii, Maui C.",536,"engineering","Federal",0
"U. Hawaii, Maui C.",536,"all non s e fields","Federal",295000
"Texas A&M U.-San Antonio",537,"all r d expenditures","Federal",1233000
"Texas A&M U.-San Antonio",537,"computer and information sciences","Federal",107000
"Texas A&M U.-San Antonio",537,"geosciences atmospheric sciences and ocean sciences","Federal",38000
"Texas A&M U.-San Antonio",537,"life sciences","Federal",360000
"Texas A&M U.-San Antonio",537,"mathematics and statistics","Federal",27000
"Texas A&M U.-San Antonio",537,"physical sciences","Federal",0
"Texas A&M U.-San Antonio",537,"psychology","Federal",83000
"Texas A&M U.-San Antonio",537,"social sciences","Federal",46000
"Texas A&M U.-San Antonio",537,"sciences nec","Federal",0
"Texas A&M U.-San Antonio",537,"engineering","Federal",0
"Texas A&M U.-San Antonio",537,"all non s e fields","Federal",572000
"Yeshiva U.",538,"all r d expenditures","Federal",1229000
"Yeshiva U.",538,"computer and information sciences","Federal",0
"Yeshiva U.",538,"geosciences atmospheric sciences and ocean sciences","Federal",0
"Yeshiva U.",538,"life sciences","Federal",810000
"Yeshiva U.",538,"mathematics and statistics","Federal",0
"Yeshiva U.",538,"physical sciences","Federal",419000
"Yeshiva U.",538,"psychology","Federal",0
"Yeshiva U.",538,"social sciences","Federal",0
"Yeshiva U.",538,"sciences nec","Federal",0
"Yeshiva U.",538,"engineering","Federal",0
"Yeshiva U.",538,"all non s e fields","Federal",0
"Dillard U.",539,"all r d expenditures","Federal",1228000
"Dillard U.",539,"computer and information sciences","Federal",0
"Dillard U.",539,"geosciences atmospheric sciences and ocean sciences","Federal",33000
"Dillard U.",539,"life sciences","Federal",717000
"Dillard U.",539,"mathematics and statistics","Federal",14000
"Dillard U.",539,"physical sciences","Federal",163000
"Dillard U.",539,"psychology","Federal",0
"Dillard U.",539,"social sciences","Federal",1000
"Dillard U.",539,"sciences nec","Federal",35000
"Dillard U.",539,"engineering","Federal",85000
"Dillard U.",539,"all non s e fields","Federal",180000
"U. Wisconsin-Green Bay",540,"all r d expenditures","Federal",1222000
"U. Wisconsin-Green Bay",540,"computer and information sciences","Federal",46000
"U. Wisconsin-Green Bay",540,"geosciences atmospheric sciences and ocean sciences","Federal",67000
"U. Wisconsin-Green Bay",540,"life sciences","Federal",680000
"U. Wisconsin-Green Bay",540,"mathematics and statistics","Federal",9000
"U. Wisconsin-Green Bay",540,"physical sciences","Federal",94000
"U. Wisconsin-Green Bay",540,"psychology","Federal",23000
"U. Wisconsin-Green Bay",540,"social sciences","Federal",28000
"U. Wisconsin-Green Bay",540,"sciences nec","Federal",0
"U. Wisconsin-Green Bay",540,"engineering","Federal",232000
"U. Wisconsin-Green Bay",540,"all non s e fields","Federal",43000
"Pomona C.",541,"all r d expenditures","Federal",1205000
"Pomona C.",541,"computer and information sciences","Federal",68000
"Pomona C.",541,"geosciences atmospheric sciences and ocean sciences","Federal",66000
