school,department,year,funding
Louisiana State Univ Hsc New Orleans,Anatomy/Cell Biology,2015,0
Louisiana State Univ Hsc New Orleans,Biochemistry,2015,0
Louisiana State Univ Hsc New Orleans,Dermatology,2015,0
Louisiana State Univ Hsc New Orleans,Genetics,2015,0
Louisiana State Univ Hsc New Orleans,Internal Medicine,2015,0
Louisiana State Univ Hsc New Orleans,Microbiology/Immunology/Virology,2015,0
Louisiana State Univ Hsc New Orleans,Neurology,2015,0
Louisiana State Univ Hsc New Orleans,Neurosciences,2015,0
Louisiana State Univ Hsc New Orleans,Neurosurgery,2015,0
Louisiana State Univ Hsc New Orleans,None,2015,0
Louisiana State Univ Hsc New Orleans,Ophthalmology,2015,0
Louisiana State Univ Hsc New Orleans,Pediatrics,2015,0
Louisiana State Univ Hsc New Orleans,Pharmacology,2015,0
Louisiana State Univ Hsc New Orleans,Physiology,2015,0
Louisiana State Univ Hsc New Orleans,Surgery,2015,0
Louisiana State Univ Hsc New Orleans,Total Funding,2015,0
Louisiana State Univ Hsc New Orleans,Urology,2015,0
Louisiana State Univ Hsc Shreveport,Anatomy/Cell Biology,2015,181250
Louisiana State Univ Hsc Shreveport,Biochemistry,2015,458463
Louisiana State Univ Hsc Shreveport,Emergency Medicine,2015,0
Louisiana State Univ Hsc Shreveport,Internal Medicine,2015,0
Louisiana State Univ Hsc Shreveport,Microbiology/Immunology/Virology,2015,1501205
Louisiana State Univ Hsc Shreveport,Neurology,2015,0
Louisiana State Univ Hsc Shreveport,Neurosurgery,2015,634376
Louisiana State Univ Hsc Shreveport,None,2015,0
Louisiana State Univ Hsc Shreveport,Ob/Gyn,2015,210600
Louisiana State Univ Hsc Shreveport,Orthopedics,2015,0
Louisiana State Univ Hsc Shreveport,Otolaryngology,2015,215731
Louisiana State Univ Hsc Shreveport,Pathology,2015,603600
Louisiana State Univ Hsc Shreveport,Pediatrics,2015,316462
Louisiana State Univ Hsc Shreveport,Pharmacology,2015,0
Louisiana State Univ Hsc Shreveport,Physiology,2015,362500
Louisiana State Univ Hsc Shreveport,Total Funding,2015,4484187
Loyola University Chicago,Anatomy/Cell Biology,2015,0
Loyola University Chicago,Internal Medicine,2015,881298
Loyola University Chicago,Microbiology/Immunology/Virology,2015,4473735
Loyola University Chicago,None,2015,29942
Loyola University Chicago,Ob/Gyn,2015,968881
Loyola University Chicago,Orthopedics,2015,0
Loyola University Chicago,Other Health Professions,2015,0
Loyola University Chicago,Pathology,2015,1020006
Loyola University Chicago,Pharmacology,2015,1239333
Loyola University Chicago,Physiology,2015,1244107
Loyola University Chicago,Public Health & Preventive Medicine,2015,624674
Loyola University Chicago,Radiation Diagnostic Oncology,2015,0
Loyola University Chicago,Surgery,2015,7522613
Loyola University Chicago,Total Funding,2015,18004589
Loyola University Chicago,Urology,2015,0
Lsu Health Sciences Center,Anatomy/Cell Biology,2015,835889
Lsu Health Sciences Center,Biochemistry,2015,393052
Lsu Health Sciences Center,Dermatology,2015,0
Lsu Health Sciences Center,Genetics,2015,563518
Lsu Health Sciences Center,Internal Medicine,2015,4566153
Lsu Health Sciences Center,Microbiology/Immunology/Virology,2015,933985
Lsu Health Sciences Center,Neurosciences,2015,3619019
Lsu Health Sciences Center,Neurosurgery,2015,0
Lsu Health Sciences Center,Ophthalmology,2015,324020
Lsu Health Sciences Center,Pediatrics,2015,630559
Lsu Health Sciences Center,Pharmacology,2015,2172051
Lsu Health Sciences Center,Physiology,2015,3415111
Lsu Health Sciences Center,Total Funding,2015,17453357
Marshall University,Internal Medicine,2015,272063
Marshall University,None,2015,0
Marshall University,Other Basic Sciences,2015,0
Marshall University,Pharmacology,2015,3862853
Marshall University,Total Funding,2015,4134916
Marshall University,Urology,2015,0
Mayo Clinic Rochester,None,2015,206798201
Mayo Clinic Rochester,Total Funding,2015,206798201
Medical College Of Wisconsin,Anatomy/Cell Biology,2015,2859274
Medical College Of Wisconsin,Anesthesiology,2015,2996354
Medical College Of Wisconsin,Biochemistry,2015,4155906
Medical College Of Wisconsin,Biophysics,2015,2571753
Medical College Of Wisconsin,Dermatology,2015,709957
Medical College Of Wisconsin,Emergency Medicine,2015,754399
Medical College Of Wisconsin,Engineering All Types,2015,0
Medical College Of Wisconsin,Family Medicine,2015,73224
Medical College Of Wisconsin,Genetics,2015,349988
Medical College Of Wisconsin,Internal Medicine,2015,25252875
Medical College Of Wisconsin,Microbiology/Immunology/Virology,2015,3853815
Medical College Of Wisconsin,Neurology,2015,2472882
Medical College Of Wisconsin,Neurosurgery,2015,376762
Medical College Of Wisconsin,None,2015,152213
Medical College Of Wisconsin,Ob/Gyn,2015,0
Medical College Of Wisconsin,Ophthalmology,2015,3219195
Medical College Of Wisconsin,Orthopedics,2015,0
Medical College Of Wisconsin,Other Clinical Sciences,2015,0
Medical College Of Wisconsin,Other Health Professions,2015,409697
Medical College Of Wisconsin,Otolaryngology,2015,320665
Medical College Of Wisconsin,Pathology,2015,932142
Medical College Of Wisconsin,Pediatrics,2015,9824278
Medical College Of Wisconsin,Pharmacology,2015,2592030
Medical College Of Wisconsin,Physical Medicine & Rehab,2015,0
Medical College Of Wisconsin,Physiology,2015,10574466
Medical College Of Wisconsin,Plastic Surgery,2015,469306
Medical College Of Wisconsin,Psychiatry,2015,5127155
Medical College Of Wisconsin,Radiation Diagnostic Oncology,2015,1768119
Medical College Of Wisconsin,Social Sciences,2015,0
Medical College Of Wisconsin,Surgery,2015,3926541
Medical College Of Wisconsin,Total Funding,2015,85742996
Medical University Of South Carolina,Anatomy/Cell Biology,2015,2202800
Medical University Of South Carolina,Anesthesiology,2015,0
Medical University Of South Carolina,Biochemistry,2015,4557685
Medical University Of South Carolina,Family Medicine,2015,0
Medical University Of South Carolina,Internal Medicine,2015,14198980
Medical University Of South Carolina,Microbiology/Immunology/Virology,2015,6175945
Medical University Of South Carolina,Neurology,2015,552648
Medical University Of South Carolina,Neurosciences,2015,12024305
Medical University Of South Carolina,Neurosurgery,2015,0
Medical University Of South Carolina,Ophthalmology,2015,971843
Medical University Of South Carolina,Orthopedics,2015,0
Medical University Of South Carolina,Otolaryngology,2015,3782952
Medical University Of South Carolina,Pathology,2015,1962374
Medical University Of South Carolina,Pediatrics,2015,1860714
Medical University Of South Carolina,Pharmacology,2015,4180340
Medical University Of South Carolina,Psychiatry,2015,22307729
Medical University Of South Carolina,Public Health & Preventive Medicine,2015,1806883
Medical University Of South Carolina,Radiation Diagnostic Oncology,2015,1147210
Medical University Of South Carolina,Surgery,2015,1489272
Medical University Of South Carolina,Total Funding,2015,79221680
Medical University Of South Carolina,Urology,2015,0
Medical University Of South Carolina,Veterinary Sciences,2015,0
Meharry Medical College,Biochemistry,2015,4521714
Meharry Medical College,Family Medicine,2015,78227
Meharry Medical College,Internal Medicine,2015,516457
Meharry Medical College,Microbiology/Immunology/Virology,2015,334856
Meharry Medical College,Miscellaneous,2015,0
Meharry Medical College,Neurosciences,2015,43120
Meharry Medical College,None,2015,5983766
Meharry Medical College,Ob/Gyn,2015,359732
Meharry Medical College,Pathology,2015,350222
Meharry Medical College,Pediatrics,2015,0
Meharry Medical College,Physiology,2015,692979
Meharry Medical College,Psychiatry,2015,0
Meharry Medical College,Total Funding,2015,12881073
Mercer University Macon,Family Medicine,2015,59935
Mercer University Macon,None,2015,170738
Mercer University Macon,Other Basic Sciences,2015,249000
Mercer University Macon,Total Funding,2015,479673
Michigan State University,Biochemistry,2015,749085
Michigan State University,Family Medicine,2015,2069873
Michigan State University,Internal Medicine,2015,201052
Michigan State University,Microbiology/Immunology/Virology,2015,1890631
Michigan State University,Neurosciences,2015,0
Michigan State University,None,2015,2500
Michigan State University,Ob/Gyn,2015,2025128
Michigan State University,Pediatrics,2015,0
Michigan State University,Pharmacology,2015,4222140
Michigan State University,Physiology,2015,683884
Michigan State University,Psychiatry,2015,362835
Michigan State University,Public Health & Preventive Medicine,2015,3278723
Michigan State University,Radiation Diagnostic Oncology,2015,685110
Michigan State University,Surgery,2015,333863
Michigan State University,Total Funding,2015,16504824
Michigan State University & Henry Ford Health,Biochemistry,2015,0
Michigan State University & Henry Ford Health,Family Medicine,2015,0
Michigan State University & Henry Ford Health,Internal Medicine,2015,0
Michigan State University & Henry Ford Health,Microbiology/Immunology/Virology,2015,0
Michigan State University & Henry Ford Health,Neurosciences,2015,0
Michigan State University & Henry Ford Health,None,2015,0
Michigan State University & Henry Ford Health,Ob/Gyn,2015,0
Michigan State University & Henry Ford Health,Pediatrics,2015,0
Michigan State University & Henry Ford Health,Pharmacology,2015,0
Michigan State University & Henry Ford Health,Physiology,2015,0
Michigan State University & Henry Ford Health,Psychiatry,2015,0
Michigan State University & Henry Ford Health,Public Health & Preventive Medicine,2015,0
Michigan State University & Henry Ford Health,Radiation Diagnostic Oncology,2015,0
Michigan State University & Henry Ford Health,Total Funding,2015,0
Morehouse School Of Medicine,Anatomy/Cell Biology,2015,2748557
Morehouse School Of Medicine,Internal Medicine,2015,3766839
Morehouse School Of Medicine,Microbiology/Immunology/Virology,2015,1987977
Morehouse School Of Medicine,Neurosciences,2015,106125
Morehouse School Of Medicine,None,2015,11978503
Morehouse School Of Medicine,Ob/Gyn,2015,3206125
Morehouse School Of Medicine,Pathology,2015,1783607
Morehouse School Of Medicine,Pharmacology,2015,596792
Morehouse School Of Medicine,Physiology,2015,293613
Morehouse School Of Medicine,Psychiatry,2015,0
Morehouse School Of Medicine,Public Health & Preventive Medicine,2015,1901122
Morehouse School Of Medicine,Total Funding,2015,28369260
New York University School Of Medicine,Anatomy/Cell Biology,2015,10734933
New York University School Of Medicine,Anesthesiology,2015,3473581
New York University School Of Medicine,Biochemistry,2015,8745614
New York University School Of Medicine,Dermatology,2015,2813018
New York University School Of Medicine,Emergency Medicine,2015,1117785
New York University School Of Medicine,Internal Medicine,2015,56481424
New York University School Of Medicine,Microbiology/Immunology/Virology,2015,9919293
New York University School Of Medicine,Miscellaneous,2015,648690
New York University School Of Medicine,Neurology,2015,2571520
New York University School Of Medicine,Neurosciences,2015,6057093
New York University School Of Medicine,Neurosurgery,2015,1668476
New York University School Of Medicine,None,2015,89829
New York University School Of Medicine,Ob/Gyn,2015,580619
New York University School Of Medicine,Ophthalmology,2015,352023
New York University School Of Medicine,Orthopedics,2015,753650
New York University School Of Medicine,Otolaryngology,2015,2929347
New York University School Of Medicine,Pathology,2015,19263895
New York University School Of Medicine,Pediatrics,2015,8972226
New York University School Of Medicine,Pharmacology,2015,5112914
New York University School Of Medicine,Physical Medicine & Rehab,2015,672808
New York University School Of Medicine,Physiology,2015,1346362
New York University School Of Medicine,Plastic Surgery,2015,0
New York University School Of Medicine,Psychiatry,2015,18056018
New York University School Of Medicine,Public Health & Preventive Medicine,2015,7628884
New York University School Of Medicine,Radiation Diagnostic Oncology,2015,10675721
New York University School Of Medicine,Surgery,2015,679760
New York University School Of Medicine,Total Funding,2015,185068898
New York University School Of Medicine,Urology,2015,3723415
Northeast Ohio Medical University,Anatomy/Cell Biology,2015,3136506
Northeast Ohio Medical University,Other Basic Sciences,2015,3074771
Northeast Ohio Medical University,Pediatrics,2015,0
Northeast Ohio Medical University,Total Funding,2015,6211277
Northwestern University At Chicago,Anatomy/Cell Biology,2015,11575263
Northwestern University At Chicago,Anesthesiology,2015,0
Northwestern University At Chicago,Biochemistry,2015,1564840
Northwestern University At Chicago,Dermatology,2015,3588671
Northwestern University At Chicago,Emergency Medicine,2015,0
Northwestern University At Chicago,Genetics,2015,2636532
Northwestern University At Chicago,Internal Medicine,2015,71821623
Northwestern University At Chicago,Microbiology/Immunology/Virology,2015,8498940
Northwestern University At Chicago,Neurology,2015,18233999
Northwestern University At Chicago,Neurosurgery,2015,1419648
Northwestern University At Chicago,Ob/Gyn,2015,10156183
Northwestern University At Chicago,Ophthalmology,2015,5915292
Northwestern University At Chicago,Orthopedics,2015,0
Northwestern University At Chicago,Otolaryngology,2015,1418877
Northwestern University At Chicago,Pathology,2015,7115854
Northwestern University At Chicago,Pediatrics,2015,3331345
Northwestern University At Chicago,Pharmacology,2015,10966179
Northwestern University At Chicago,Physical Medicine & Rehab,2015,2250375
